"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Brazil","BRA",181717843,0.223555133709581,2,60,2,3,1,,1,1,1,1,1,1,1,1,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,1,2,,1,1,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,1,1,,,2,1,1,1,1,,,2,,,,,,2,1,1,1,3,1,,0,0,1,1,1,4,1,5,1,1,1,1
"Brazil","BRA",196527280,0.223555133709581,2,62,3,5,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,1,,,,,1,2,,1,1,1,1,2,,1,2,,2,2,2,2,,6,3,3,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,2,3,1,1,0,0
"Brazil","BRA",173494802,0.322773828068145,2,32,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,1,2,2,1,2,3,2,1,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",126991564,0.374549244795965,1,39,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,2,1,2,,6,3,2,1,1,,,2,,,,1,1,1,2,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",133011676,0.908785329951442,2,24,2,5,2,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,2,2,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,1,2,,4,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,3,,0,1,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",188882721,0.225686634159745,2,41,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,2,1,2,1,1,2,,1,2,1,1,2,,2,1,1,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,1,2,2,2,1,,2,,,,,,2,2,3,3,1,2,,1,1,1,2,4,4,1,5,1,1,1,1
"Brazil","BRA",192033864,0.589133536239535,1,56,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,1,1,1,1,1,,2,2,,1,1,1,2,2,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",189171477,2.93781666045036,2,16,2,1,2,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,1,2,2,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,2,2,2,1,2,,,,,,2,1,1,3,3,1,,0,1,4,1,1,4,4,5,1,1,1,0
"Brazil","BRA",140082452,0.892327211415451,2,19,2,2,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,1,1,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",163527648,0.387383336307233,1,45,2,4,2,,1,1,0,,,1,2,,2,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,1,2,1,1,2,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,3,2,1,,0,0,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",159845010,0.432462845557324,2,22,2,4,1,,1,1,1,2,2,1,1,2,1,1,2,,,,1,2,1,2,2,,,,,,,,,,2,2,2,1,2,,,1,1,1,3,1,,1,1,1,2,2,2,2,,3,3,1,1,1,,,2,,,,2,,,,,,1,2,2,1,,,2,2,1,1,1,,,1,1,2,2,1,,3,1,1,1,3,1,,1,1,1,4,1,2,4,1,1,1,1,1
"Brazil","BRA",164975914,0.933505887697825,2,37,2,4,1,,1,1,0,1,2,1,1,1,1,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,1,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,1,2,2,1,,1,1,4,1,4,4,2,5,1,1,1,1
"Brazil","BRA",196693562,0.429604226402937,2,21,3,3,2,,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,,,,,,,,,,1,2,1,1,2,1,,1,1,2,,,,2,2,1,1,1,2,1,2,5,2,1,1,1,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Brazil","BRA",207779279,0.589133536239535,1,58,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Brazil","BRA",112947275,0.528812080177706,2,73,2,2,2,,1,1,0,1,1,1,1,1,2,2,2,,,,1,1,2,,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,1,2,1,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",178389683,0.763883882108893,1,40,2,1,1,,1,1,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,1,3,3,1,,0,1,4,1,4,4,2,5,1,1,1,0
"Brazil","BRA",112883265,0.670430717894745,2,28,2,2,1,,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,2,2,,2,2,2,2,,5,1,1,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,1,1,1,2,,,1,1,1,1,3,1,,0,0,1,4,4,1,1,1,1,1,1,1
"Brazil","BRA",168303225,0.878834814511797,2,25,4,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Brazil","BRA",190998409,0.432242349645748,2,39,2,2,1,,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,2,1,1,1,2,,1,1,1,1,2,,2,2,2,2,2,1,2,,3,1,1,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,1,2,1,1,,,2,,,,,,2,2,1,2,3,2,,0,1,1,1,4,4,1,5,1,1,1,1
"Brazil","BRA",179075818,6.14776617701349,1,65,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,1,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,3,1,3,3,1,,0,0,4,4,3,4,4,5,2,2,0,0
"Brazil","BRA",198842515,0.558004654436421,1,45,2,1,2,,1,1,0,1,1,1,2,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,6,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,1,0,4,1,4,4,1,5,1,1,1,0
"Brazil","BRA",198047584,0.349202081541786,2,41,3,4,1,,1,1,0,2,2,1,1,1,1,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,1,2,2,2,2,3,3,2,1,1,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,0,4,4,4,4,1,1,1,1,1,1
"Brazil","BRA",156075494,0.302947401617808,1,29,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,2,1,,1,2,2,2,,,,2,,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,1,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",167363915,0.385272388397442,2,27,3,4,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,1,1,2,,3,2,1,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,1,2,1,1,,,2,,,,,,1,1,1,1,3,1,,1,1,1,1,4,4,1,5,1,1,1,1
"Brazil","BRA",181462606,0.225686634159745,2,40,3,5,1,,1,1,0,1,2,1,1,1,1,2,2,,,,1,3,1,2,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,1,1,1,1,1
"Brazil","BRA",160738010,0.962174393843069,1,37,2,4,2,,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,2,2,2,1,2,2,,1,1,1,1,2,,1,1,2,2,2,2,2,,1,2,1,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Brazil","BRA",196835392,0.670430717894745,2,32,2,3,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,3,1,,0,0,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",115053272,0.367766151291641,1,39,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,1,4,,,,,,,,,,,,,,1,2,,1,2,1,1,4,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,0,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",180493420,0.572149720840496,2,45,2,5,2,,1,1,0,1,1,1,1,1,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,1,2,,1,1,2,,,,1,2,2,1,2,2,2,2,2,2,1,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,4,2,,1,0,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",179136984,0.373063289619187,2,32,3,1,1,,1,1,1,1,2,1,1,2,1,1,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,6,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,1,1,3,1,,0,1,4,1,4,4,4,1,1,1,1,0
"Brazil","BRA",178010645,0.422404619404972,1,23,2,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,1,,2,2,2,1,,1,2,1,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,1,2,2,2,1,,2,2,3,3,2,2,,1,1,1,4,4,2,1,5,1,1,1,1
"Brazil","BRA",193305442,0.466596283529126,2,32,3,3,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,2,2,,3,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,3,3,3,,3,,1,1,3,4,4,4,1,1,1,1,1,1
"Brazil","BRA",180431665,1.76140169764207,2,48,1,3,1,,1,1,0,2,2,1,1,1,2,2,1,1,1,1,2,,1,2,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,3,2,1,,0,1,2,1,4,4,1,5,1,1,1,1
"Brazil","BRA",203034575,1.01254664553922,1,51,1,3,1,,1,1,0,,,1,2,,2,2,1,1,1,2,2,,2,,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,1,4,4,4,4,2,5,1,1,1,1
"Brazil","BRA",195448256,1.72503401426127,1,43,1,1,1,,1,1,0,2,2,1,2,,2,2,1,1,2,1,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,0,1,4,1,4,4,2,5,1,1,1,0
"Brazil","BRA",140827385,0.262324852491721,2,45,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,1,1,2,2,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,2,1,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",127905405,0.670430717894745,2,29,2,3,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,2,2,,1,1,1,2,1,,1,1,2,2,2,2,2,,2,3,3,1,1,,,2,,,,1,1,1,1,,,1,2,2,1,,,1,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",135275411,0.223555133709581,1,83,3,5,1,,1,1,0,1,2,1,2,,1,1,1,1,1,1,1,2,1,1,4,,,,,,,,,,,,,,1,2,,1,1,2,,,,1,1,,2,2,2,2,,1,3,1,1,1,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,1,1,1,1,1,1
"Brazil","BRA",210657459,0.86970625842474,1,60,1,1,2,,1,1,0,2,2,1,2,,2,2,1,2,,1,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Brazil","BRA",128299899,0.532200019835396,1,49,2,5,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,,,,,1,2,,1,2,1,2,2,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",138516368,0.223555133709581,1,55,3,5,1,,1,1,0,1,1,1,1,1,2,2,1,2,,2,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",150862475,4.13021573362392,1,,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Brazil","BRA",157370588,3.01773043547447,2,41,4,2,1,,1,1,1,1,2,1,1,2,2,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,2,,,2,1,1,1,2,,2,1,,2,2,2,1,,3,2,1,1,2,1,2,2,,,,1,2,2,,,1,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,2,1,3,3,1,,1,1,1,4,4,4,2,3,1,1,1,1
"Brazil","BRA",139553019,0.251053965086258,2,54,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,1,,2,2,1,2,,7,,,2,,,,2,,,,1,1,2,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,2,2,3,1,1,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",131741126,0.710179025209873,1,55,1,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,2,3,2,1,,0,0,4,1,4,4,2,5,1,1,1,0
"Brazil","BRA",198079387,2.33237426590156,2,18,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,2,1,2,,,,,1,3,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,2,1,1,2,3,1,,0,0,4,4,3,4,4,5,1,1,0,0
"Brazil","BRA",142633291,1.29906603612506,2,26,1,3,1,,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,2,4,4,4,4,5,1,1,0,0
"Brazil","BRA",112646841,3.40406545961511,2,88,1,5,1,,1,1,0,2,2,2,,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,3,1,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Brazil","BRA",177531136,1.72902574795504,2,16,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,3,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",137140377,0.223555133709581,1,34,3,4,1,,1,1,0,1,1,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,1,2,2,2,2,3,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,3,2,,1,0,4,4,4,4,4,4,1,1,1,1
"Brazil","BRA",117143694,0.223555133709581,2,30,3,4,1,,1,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",150491012,0.223555133709581,1,59,2,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,2,,,,1,1,,1,2,2,2,2,1,3,2,1,1,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,2,2,3,1,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",138358592,0.86120081414547,2,19,2,3,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,1,1,2,2,,1,1,2,,,,1,1,1,2,2,2,1,,3,2,1,2,,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,1,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",172369558,0.223555133709581,2,58,2,1,1,,1,1,0,1,2,1,2,,2,2,1,1,1,2,1,2,1,2,2,,,,,,,,,,,,,,2,1,,1,1,2,,,,2,2,,2,1,1,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,1,4,4,4,4,2,5,1,1,1,1
"Brazil","BRA",149848846,0.223555133709581,1,65,3,5,2,,1,1,0,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",173384998,0.742062002354298,1,62,2,1,2,,1,1,0,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,1,,2,2,2,2,,4,2,1,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,1,1,2,,,2,,,,,,2,1,3,3,2,2,,1,1,4,4,1,4,1,5,1,1,1,1
"Brazil","BRA",163464579,0.844462469640372,2,25,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",155049691,0.223555133709581,1,55,3,4,1,,1,1,0,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,1,1,1,,4,2,1,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,4,3,,0,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",159883442,0.318423054317586,1,31,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,1,1,1,2,,1,1,1,1,2,,2,2,1,2,1,1,1,,2,2,2,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,3,2,1,,1,1,1,4,4,4,4,1,1,1,1,1
"Brazil","BRA",161691275,0.353920925219138,1,41,3,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Brazil","BRA",146689611,2.8175223897375,1,23,2,3,2,,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,,,,,,,,,,1,1,1,1,2,2,,1,1,1,1,2,,2,2,1,2,1,1,1,,2,2,2,1,2,1,2,1,1,,,2,,,,,,1,2,2,2,1,,,1,1,1,2,,,2,,,,,,2,2,3,3,2,1,,1,1,2,1,1,4,4,1,1,1,1,1
"Brazil","BRA",191952939,0.777972986776606,1,40,2,4,1,,1,1,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,2,2,1,2,,,1,2,1,2,1,,2,2,2,2,2,2,1,,6,1,1,2,,,,1,1,,,1,1,1,1,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,4,1,,0,1,4,1,4,4,1,1,1,1,1,0
"Brazil","BRA",190352783,0.223555133709581,2,57,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,1,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",137475378,0.451178653708752,1,48,2,5,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,1,2,1,,,1,1,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,0,2,4,4,4,1,5,1,1,1,0
"Brazil","BRA",200230566,0.223555133709581,1,58,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,1,1,1,,4,3,3,2,,,,1,1,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,3,2,1,,0,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",150700589,0.717714776547902,1,22,2,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,2,2,1,1,2,2,,1,1,1,1,2,,2,2,2,2,2,1,1,,4,2,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",191157562,0.351873711972198,2,40,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,2,,1,2,1,1,2,,1,2,2,2,2,2,2,,6,3,3,2,,,,2,,,,1,1,1,1,,,1,1,1,1,,,2,1,2,1,2,,,2,,,,,,2,3,3,3,,2,,1,1,1,1,4,4,1,5,1,1,1,1
